network_id,spec_key,scope,profile,canonical_label,sources,edges,mean_source_accuracy,exposure_weighted_accuracy,source_hhi,mean_pair_source_overlap,mean_pair_agreement,private_discovery
C183,base:modest:K3,base,modest,K3N4:1-2@0011;2-3@1100;2-3@1111,3,8,11/18,5/8,3/8,4/3,91/144,8/9
C184,base:modest:K3,base,modest,K3N4:1-2@0011;2-3@1101;2-3@1101,3,8,11/18,5/8,11/32,7/6,265/432,97/108
C185,base:modest:K3,base,modest,K3N4:1-2@0011;2-3@1101;2-3@1110,3,8,11/18,5/8,11/32,7/6,11/18,65/72
C186,base:modest:K3,base,modest,K3N4:1-2@0011;2-3@1101;2-3@1111,3,9,11/18,17/27,29/81,5/3,73/108,383/432
C187,base:modest:K3,base,modest,K3N4:1-2@0011;2-3@1111;2-3@1111,3,10,11/18,19/30,9/25,13/6,493/648,70/81
C188,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@0111;2-3@1000,3,7,5/9,11/21,19/49,1,53/96,43/48
C189,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@0111;2-3@1001,3,8,5/9,13/24,11/32,7/6,85/144,127/144
C190,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@0111;2-3@1011,3,9,5/9,5/9,1/3,3/2,145/216,185/216
C191,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@0111;2-3@1111,3,10,5/9,17/30,17/50,2,229/288,131/162
C192,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1011;2-3@0001,3,7,5/9,11/21,19/49,1,179/288,7/9
C193,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1011;2-3@0011,3,8,5/9,13/24,11/32,7/6,281/432,43/54
C194,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1011;2-3@0100,3,7,5/9,11/21,19/49,1,19/32,79/96
C195,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1011;2-3@0101,3,8,5/9,13/24,11/32,7/6,349/576,239/288
C196,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1011;2-3@0111,3,9,5/9,5/9,1/3,3/2,571/864,119/144
C197,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1011;2-3@1100,3,8,5/9,13/24,11/32,7/6,331/576,41/48
C198,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1011;2-3@1101,3,9,5/9,5/9,1/3,3/2,353/576,61/72
C199,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1011;2-3@1111,3,10,5/9,17/30,17/50,2,1199/1728,119/144
C200,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1111;2-3@0001,3,8,5/9,25/48,13/32,3/2,97/144,73/96
C201,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1111;2-3@0011,3,9,5/9,29/54,29/81,5/3,607/864,331/432
C202,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1111;2-3@0111,3,10,5/9,11/20,17/50,2,223/288,163/216
C203,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1111;2-3@1000,3,8,5/9,25/48,13/32,3/2,119/192,155/192
C204,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1111;2-3@1001,3,9,5/9,29/54,29/81,5/3,91/144,473/576
C205,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1111;2-3@1011,3,10,5/9,11/20,17/50,2,1187/1728,701/864
C206,base:modest:K3,base,modest,K3N4:1-2@0111;1-2@1111;2-3@1111,3,11,5/9,37/66,41/121,5/2,113/144,1013/1296
C207,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0001;2-3@1000,3,5,11/18,17/30,11/25,1/2,89/144,8/9
C208,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0001;2-3@1001,3,6,11/18,7/12,7/18,2/3,277/432,23/27
C209,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0001;2-3@1010,3,6,11/18,7/12,7/18,2/3,43/72,8/9
C210,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0001;2-3@1011,3,7,11/18,25/42,19/49,1,35/54,23/27
C211,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0001;2-3@1110,3,7,11/18,25/42,19/49,1,5/8,127/144
C212,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0001;2-3@1111,3,8,11/18,29/48,13/32,3/2,19/27,121/144
C213,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0011;2-3@1000,3,6,11/18,7/12,7/18,2/3,83/144,11/12
C214,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0011;2-3@1001,3,7,11/18,25/42,17/49,5/6,131/216,97/108
C215,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0011;2-3@1011,3,8,11/18,29/48,11/32,7/6,439/648,70/81
C216,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0011;2-3@1100,3,7,11/18,25/42,17/49,5/6,7/12,131/144
C217,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0011;2-3@1101,3,8,11/18,29/48,11/32,7/6,277/432,383/432
C218,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0011;2-3@1111,3,9,11/18,11/18,29/81,5/3,959/1296,547/648
C219,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0111;2-3@1000,3,7,11/18,25/42,19/49,1,7/12,133/144
C220,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0111;2-3@1001,3,8,11/18,29/48,11/32,7/6,67/108,131/144
C221,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0111;2-3@1011,3,9,11/18,11/18,1/3,3/2,905/1296,191/216
C222,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@0111;2-3@1111,3,10,11/18,37/60,17/50,2,353/432,271/324
C223,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1000;2-3@1000,3,5,11/18,17/30,11/25,1/2,17/24,5/6
C224,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1000;2-3@1001,3,6,11/18,7/12,7/18,2/3,23/36,31/36
C225,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1000;2-3@1011,3,7,11/18,25/42,19/49,1,89/144,7/8
C226,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1000;2-3@1111,3,8,11/18,29/48,13/32,3/2,31/48,125/144
C227,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1001;2-3@1001,3,7,11/18,25/42,17/49,5/6,277/432,23/27
C228,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1001;2-3@1010,3,7,11/18,25/42,17/49,5/6,43/72,8/9
C229,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1001;2-3@1011,3,8,11/18,29/48,11/32,7/6,271/432,7/8
C230,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1001;2-3@1110,3,8,11/18,29/48,11/32,7/6,29/48,43/48
C231,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1001;2-3@1111,3,9,11/18,11/18,29/81,5/3,143/216,7/8
C232,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1011;2-3@1011,3,9,11/18,11/18,1/3,3/2,439/648,70/81
C233,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1011;2-3@1101,3,9,11/18,11/18,1/3,3/2,277/432,383/432
C234,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1011;2-3@1111,3,10,11/18,37/60,17/50,2,233/324,70/81
C235,base:modest:K3,base,modest,K3N4:1-2@0111;2-3@1111;2-3@1111,3,11,11/18,41/66,41/121,5/2,353/432,271/324
C236,base:modest:K3,base,modest,K3N4:1-2@1111;1-2@1111;2-3@0001,3,9,5/9,14/27,11/27,2,97/144,73/96
C237,base:modest:K3,base,modest,K3N4:1-2@1111;1-2@1111;2-3@0011,3,10,5/9,8/15,9/25,13/6,607/864,331/432
C238,base:modest:K3,base,modest,K3N4:1-2@1111;1-2@1111;2-3@0111,3,11,5/9,6/11,41/121,5/2,223/288,163/216
C239,base:modest:K3,base,modest,K3N4:1-2@1111;1-2@1111;2-3@1111,3,12,5/9,5/9,1/3,3,8/9,697/972
C240,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0001;2-3@0001,3,6,11/18,5/9,1/2,1,355/432,41/54
C241,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0001;2-3@0010,3,6,11/18,5/9,1/2,1,53/72,7/9
C242,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0001;2-3@0011,3,7,11/18,4/7,3/7,7/6,79/108,29/36
C243,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0001;2-3@0110,3,7,11/18,4/7,3/7,7/6,2/3,5/6
C244,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0001;2-3@0111,3,8,11/18,7/12,13/32,3/2,149/216,179/216
C245,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0001;2-3@1110,3,8,11/18,7/12,13/32,3/2,31/48,247/288
C246,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0001;2-3@1111,3,9,11/18,16/27,11/27,2,301/432,721/864
C247,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0011;2-3@0011,3,8,11/18,7/12,3/8,4/3,121/162,127/162
C248,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0011;2-3@0101,3,8,11/18,7/12,3/8,4/3,289/432,23/27
C249,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0011;2-3@0111,3,9,11/18,16/27,29/81,5/3,923/1296,89/108
C250,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0011;2-3@1100,3,8,11/18,7/12,3/8,4/3,5/8,251/288
C251,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0011;2-3@1101,3,9,11/18,16/27,29/81,5/3,283/432,751/864
C252,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0011;2-3@1111,3,10,11/18,3/5,9/25,13/6,941/1296,1081/1296
C253,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0111;2-3@0111,3,10,11/18,3/5,17/50,2,335/432,389/486
C254,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0111;2-3@1011,3,10,11/18,3/5,17/50,2,457/648,41/48
C255,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@0111;2-3@1111,3,11,11/18,20/33,41/121,5/2,43/54,1591/1944
C256,base:modest:K3,base,modest,K3N4:1-2@1111;2-3@1111;2-3@1111,3,12,11/18,11/18,1/3,3,49/54,2269/2916
C257,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@0001;2-3@1110,2,4,1/2,7/12,5/8,1/2,2/3,7/9
C258,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@0001;2-3@1111,2,5,1/2,3/5,17/25,1,5/6,13/18
C259,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@0011;2-3@1100,2,4,1/2,1/2,1/2,1/3,5/9,7/9
C260,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@0011;2-3@1101,2,5,1/2,8/15,13/25,2/3,11/18,7/9
C261,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@0011;2-3@1111,2,6,1/2,5/9,5/9,7/6,13/18,3/4
C262,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@0111;2-3@1000,2,4,1/2,5/12,5/8,1/2,2/3,7/9
C263,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@0111;2-3@1001,2,5,1/2,7/15,13/25,2/3,11/18,7/9
C264,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@0111;2-3@1011,2,6,1/2,1/2,1/2,1,11/18,7/9
C265,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@0111;2-3@1111,2,7,1/2,11/21,25/49,3/2,2/3,55/72
C266,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@1111;2-3@0001,2,5,1/2,2/5,17/25,1,5/6,5/9
C267,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@1111;2-3@0011,2,6,1/2,4/9,5/9,7/6,13/18,2/3
C268,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@1111;2-3@0111,2,7,1/2,10/21,25/49,3/2,2/3,13/18
C269,base:near-uninformative:K2,base,near-uninformative,K2N4:1-3@1111;2-3@1111,2,8,1/2,1/2,1/2,2,2/3,107/144
C270,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0001;2-3@1110,3,5,4/9,8/15,11/25,1/2,2/3,7/9
C271,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0001;2-3@1111,3,6,4/9,5/9,1/2,1,22/27,59/81
C272,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0010;2-3@1100,3,4,4/9,1/2,3/8,1/6,4/9,23/27
C273,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0010;2-3@1101,3,5,4/9,8/15,11/25,1/2,5/9,22/27
C274,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0010;2-3@1111,3,6,4/9,5/9,1/2,1,25/36,83/108
C275,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0011;2-3@1100,3,5,4/9,7/15,9/25,1/3,1/2,22/27
C276,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0011;2-3@1101,3,6,4/9,1/2,7/18,2/3,16/27,64/81
C277,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0011;2-3@1110,3,6,4/9,1/2,7/18,2/3,7/12,43/54
C278,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0011;2-3@1111,3,7,4/9,11/21,3/7,7/6,19/27,41/54
C279,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0110;2-3@1000,3,4,4/9,5/12,3/8,1/6,4/9,23/27
C280,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0110;2-3@1001,3,5,4/9,7/15,9/25,1/3,1/2,22/27
C281,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0110;2-3@1010,3,5,4/9,7/15,9/25,1/3,4/9,23/27
C282,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0110;2-3@1011,3,6,4/9,1/2,7/18,2/3,19/36,22/27
C283,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0110;2-3@1110,3,6,4/9,1/2,7/18,2/3,1/2,5/6
C284,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0110;2-3@1111,3,7,4/9,11/21,3/7,7/6,11/18,19/24
C285,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0111;2-3@1000,3,5,4/9,2/5,11/25,1/2,5/9,22/27
C286,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0111;2-3@1001,3,6,4/9,4/9,7/18,2/3,16/27,64/81
C287,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0111;2-3@1010,3,6,4/9,4/9,7/18,2/3,19/36,22/27
C288,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0111;2-3@1011,3,7,4/9,10/21,19/49,1,16/27,64/81
C289,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0111;2-3@1110,3,7,4/9,10/21,19/49,1,5/9,29/36
C290,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@0111;2-3@1111,3,8,4/9,1/2,13/32,3/2,35/54,251/324
C291,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1110;2-3@0001,3,5,4/9,2/5,11/25,1/2,2/3,2/3
C292,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1110;2-3@0010,3,5,4/9,2/5,11/25,1/2,5/9,19/27
C293,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1110;2-3@0011,3,6,4/9,4/9,7/18,2/3,7/12,20/27
C294,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1110;2-3@0110,3,6,4/9,4/9,7/18,2/3,1/2,7/9
C295,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1110;2-3@0111,3,7,4/9,10/21,19/49,1,5/9,7/9
C296,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1110;2-3@1110,3,7,4/9,10/21,19/49,1,1/2,29/36
C297,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1110;2-3@1111,3,8,4/9,1/2,13/32,3/2,7/12,113/144
C298,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1111;2-3@0001,3,6,4/9,7/18,1/2,1,22/27,44/81
C299,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1111;2-3@0010,3,6,4/9,7/18,1/2,1,25/36,17/27
C300,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1111;2-3@0011,3,7,4/9,3/7,3/7,7/6,19/27,2/3
C301,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1111;2-3@0110,3,7,4/9,3/7,3/7,7/6,11/18,13/18
C302,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1111;2-3@0111,3,8,4/9,11/24,13/32,3/2,35/54,59/81
C303,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1111;2-3@1110,3,8,4/9,11/24,13/32,3/2,7/12,55/72
C304,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;1-3@1111;2-3@1111,3,9,4/9,13/27,11/27,2,35/54,487/648
C305,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0001;2-3@1110,3,5,5/9,3/5,11/25,1/2,17/24,5/6
C306,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0001;2-3@1111,3,6,5/9,11/18,1/2,1,31/36,125/162
C307,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0010;2-3@1100,3,4,5/9,7/12,3/8,1/6,1/2,25/27
C308,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0010;2-3@1101,3,5,5/9,3/5,11/25,1/2,5/8,49/54
C309,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0010;2-3@1110,3,5,5/9,3/5,11/25,1/2,7/12,23/27
C310,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0010;2-3@1111,3,6,5/9,11/18,1/2,1,35/48,22/27
C311,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0011;2-3@1100,3,5,5/9,3/5,9/25,1/3,7/12,49/54
C312,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0011;2-3@1101,3,6,5/9,11/18,7/18,2/3,25/36,145/162
C313,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0011;2-3@1110,3,6,5/9,11/18,7/18,2/3,31/48,47/54
C314,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0011;2-3@1111,3,7,5/9,13/21,3/7,7/6,7/9,5/6
C315,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0110;2-3@1010,3,5,5/9,3/5,9/25,1/3,1/2,25/27
C316,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0110;2-3@1011,3,6,5/9,11/18,7/18,2/3,29/48,49/54
C317,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0110;2-3@1110,3,6,5/9,11/18,7/18,2/3,13/24,8/9
C318,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0110;2-3@1111,3,7,5/9,13/21,3/7,7/6,2/3,31/36
C319,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0111;2-3@1011,3,7,5/9,13/21,19/49,1,25/36,145/162
C320,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0111;2-3@1110,3,7,5/9,13/21,19/49,1,5/8,8/9
C321,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@0111;2-3@1111,3,8,5/9,5/8,13/32,3/2,53/72,70/81
C322,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@1110;2-3@1110,3,7,5/9,13/21,19/49,1,13/24,8/9
C323,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@1110;2-3@1111,3,8,5/9,5/8,13/32,3/2,31/48,7/8
C324,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0001;2-3@1111;2-3@1111,3,9,5/9,17/27,11/27,2,53/72,70/81
C325,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0011;2-3@1100,3,6,4/9,4/9,1/3,1/2,1/2,22/27
C326,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0011;2-3@1101,3,7,4/9,10/21,17/49,5/6,16/27,64/81
C327,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0011;2-3@1111,3,8,4/9,1/2,3/8,4/3,59/81,181/243
C328,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0101;2-3@1000,3,5,4/9,2/5,9/25,1/3,4/9,23/27
C329,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0101;2-3@1001,3,6,4/9,4/9,1/3,1/2,13/27,23/27
C330,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0101;2-3@1010,3,6,4/9,4/9,1/3,1/2,17/36,5/6
C331,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0101;2-3@1011,3,7,4/9,10/21,17/49,5/6,29/54,133/162
C332,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0101;2-3@1110,3,7,4/9,10/21,17/49,5/6,19/36,22/27
C333,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0101;2-3@1111,3,8,4/9,1/2,3/8,4/3,67/108,64/81
C334,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0111;2-3@1000,3,6,4/9,7/18,7/18,2/3,1/2,5/6
C335,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0111;2-3@1001,3,7,4/9,3/7,17/49,5/6,29/54,133/162
C336,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0111;2-3@1011,3,8,4/9,11/24,11/32,7/6,50/81,194/243
C337,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0111;2-3@1100,3,7,4/9,3/7,17/49,5/6,1/2,89/108
C338,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0111;2-3@1101,3,8,4/9,11/24,11/32,7/6,61/108,29/36
C339,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@0111;2-3@1111,3,9,4/9,13/27,29/81,5/3,109/162,125/162
C340,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1100;2-3@0001,3,5,4/9,2/5,9/25,1/3,1/2,19/27
C341,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1100;2-3@0011,3,6,4/9,4/9,1/3,1/2,1/2,41/54
C342,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1100;2-3@0101,3,6,4/9,4/9,1/3,1/2,17/36,7/9
C343,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1100;2-3@0111,3,7,4/9,10/21,17/49,5/6,1/2,43/54
C344,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1100;2-3@1111,3,8,4/9,1/2,3/8,4/3,5/9,343/432
C345,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1101;2-3@0001,3,6,4/9,7/18,7/18,2/3,16/27,49/81
C346,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1101;2-3@0010,3,6,4/9,7/18,7/18,2/3,7/12,37/54
C347,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1101;2-3@0011,3,7,4/9,3/7,17/49,5/6,16/27,113/162
C348,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1101;2-3@0100,3,6,4/9,7/18,7/18,2/3,19/36,19/27
C349,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1101;2-3@0101,3,7,4/9,3/7,17/49,5/6,29/54,59/81
C350,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1101;2-3@0110,3,7,4/9,3/7,17/49,5/6,19/36,41/54
C351,base:near-uninformative:K3,base,near-uninformative,K3N4:1-3@0011;1-3@1101;2-3@0111,3,8,4/9,11/24,11/32,7/6,61/108,41/54
