network_id,spec_key,scope,profile,canonical_label,sources,edges,mean_source_accuracy,exposure_weighted_accuracy,source_hhi,mean_pair_source_overlap,mean_pair_agreement,private_discovery
C697,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0001;2-3@1110;5-6@0111,3,7,11/18,29/42,19/49,1,95/144,67/72
C698,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0001;2-3@1110;5-6@1110,3,7,11/18,29/42,19/49,1,9/16,67/72
C699,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0001;2-3@1110;5-6@1111,3,8,11/18,17/24,13/32,3/2,65/96,67/72
C700,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0001;2-3@1111;5-6@0001,3,6,11/18,23/36,1/2,1,191/216,257/324
C701,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0001;2-3@1111;5-6@0010,3,6,11/18,23/36,1/2,1,215/288,181/216
C702,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0001;2-3@1111;5-6@0011,3,7,11/18,2/3,3/7,7/6,22/27,47/54
C703,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0001;2-3@1111;5-6@0110,3,7,11/18,2/3,3/7,7/6,25/36,43/48
C704,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0001;2-3@1111;5-6@0111,3,8,11/18,11/16,13/32,3/2,337/432,589/648
C705,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0001;2-3@1111;5-6@1110,3,8,11/18,11/16,13/32,3/2,65/96,265/288
C706,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0001;2-3@1111;5-6@1111,3,9,11/18,19/27,11/27,2,337/432,1193/1296
C707,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0001;5-6@1100,3,5,11/18,3/5,9/25,1/3,13/24,25/27
C708,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0001;5-6@1101,3,6,11/18,23/36,7/18,2/3,67/108,73/81
C709,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0001;5-6@1110,3,6,11/18,23/36,7/18,2/3,61/96,199/216
C710,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0001;5-6@1111,3,7,11/18,2/3,3/7,7/6,325/432,193/216
C711,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0011;5-6@1100,3,6,11/18,11/18,1/3,1/2,7/12,203/216
C712,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0011;5-6@1101,3,7,11/18,9/14,17/49,5/6,295/432,599/648
C713,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0011;5-6@1111,3,8,11/18,2/3,3/8,4/3,269/324,871/972
C714,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0100;5-6@1000,3,4,11/18,13/24,3/8,1/6,35/72,26/27
C715,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0100;5-6@1001,3,5,11/18,3/5,9/25,1/3,73/144,26/27
C716,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0100;5-6@1011,3,6,11/18,23/36,7/18,2/3,7/12,23/24
C717,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0100;5-6@1100,3,5,11/18,3/5,9/25,1/3,25/48,25/27
C718,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0100;5-6@1101,3,6,11/18,23/36,7/18,2/3,161/288,25/27
C719,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0100;5-6@1111,3,7,11/18,2/3,3/7,7/6,47/72,11/12
C720,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0101;5-6@1000,3,5,11/18,17/30,9/25,1/3,73/144,26/27
C721,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0101;5-6@1001,3,6,11/18,11/18,1/3,1/2,119/216,26/27
C722,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0101;5-6@1010,3,6,11/18,11/18,1/3,1/2,163/288,23/24
C723,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0101;5-6@1011,3,7,11/18,9/14,17/49,5/6,35/54,619/648
C724,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0101;5-6@1100,3,6,11/18,11/18,1/3,1/2,151/288,17/18
C725,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0101;5-6@1101,3,7,11/18,9/14,17/49,5/6,253/432,151/162
C726,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0101;5-6@1110,3,7,11/18,9/14,17/49,5/6,173/288,203/216
C727,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0101;5-6@1111,3,8,11/18,2/3,3/8,4/3,605/864,599/648
C728,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0111;5-6@1000,3,6,11/18,7/12,7/18,2/3,7/12,23/24
C729,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0111;5-6@1001,3,7,11/18,13/21,17/49,5/6,35/54,619/648
C730,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0111;5-6@1011,3,8,11/18,31/48,11/32,7/6,493/648,923/972
C731,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0111;5-6@1100,3,7,11/18,13/21,17/49,5/6,7/12,205/216
C732,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0111;5-6@1101,3,8,11/18,31/48,11/32,7/6,575/864,203/216
C733,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@0111;5-6@1111,3,9,11/18,2/3,29/81,5/3,1031/1296,299/324
C734,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1100;5-6@0001,3,5,11/18,17/30,9/25,1/3,13/24,47/54
C735,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1100;5-6@0011,3,6,11/18,11/18,1/3,1/2,7/12,197/216
C736,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1100;5-6@0100,3,5,11/18,17/30,9/25,1/3,25/48,47/54
C737,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1100;5-6@0101,3,6,11/18,11/18,1/3,1/2,151/288,11/12
C738,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1100;5-6@0111,3,7,11/18,9/14,17/49,5/6,7/12,101/108
C739,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1100;5-6@1100,3,6,11/18,11/18,1/3,1/2,25/48,97/108
C740,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1100;5-6@1101,3,7,11/18,9/14,17/49,5/6,13/24,199/216
C741,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1100;5-6@1111,3,8,11/18,2/3,3/8,4/3,89/144,25/27
C742,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1101;5-6@0001,3,6,11/18,7/12,7/18,2/3,67/108,131/162
C743,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1101;5-6@0010,3,6,11/18,7/12,7/18,2/3,61/96,187/216
C744,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1101;5-6@0011,3,7,11/18,13/21,17/49,5/6,295/432,569/648
C745,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1101;5-6@0100,3,6,11/18,7/12,7/18,2/3,161/288,47/54
C746,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1101;5-6@0101,3,7,11/18,13/21,17/49,5/6,253/432,287/324
C747,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1101;5-6@0110,3,7,11/18,13/21,17/49,5/6,173/288,197/216
C748,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1101;5-6@0111,3,8,11/18,31/48,11/32,7/6,575/864,11/12
C749,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1101;5-6@1100,3,7,11/18,13/21,17/49,5/6,13/24,49/54
C750,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1101;5-6@1101,3,8,11/18,31/48,11/32,7/6,253/432,589/648
C751,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1101;5-6@1110,3,8,11/18,31/48,11/32,7/6,173/288,25/27
C752,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1101;5-6@1111,3,9,11/18,2/3,29/81,5/3,295/432,1193/1296
C753,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1111;5-6@0001,3,7,11/18,25/42,3/7,7/6,325/432,173/216
C754,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1111;5-6@0011,3,8,11/18,5/8,3/8,4/3,269/324,793/972
C755,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1111;5-6@0100,3,7,11/18,25/42,3/7,7/6,47/72,41/48
C756,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1111;5-6@0101,3,8,11/18,5/8,3/8,4/3,605/864,569/648
C757,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1111;5-6@0111,3,9,11/18,35/54,29/81,5/3,1031/1296,143/162
C758,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1111;5-6@1100,3,8,11/18,5/8,3/8,4/3,89/144,779/864
C759,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1111;5-6@1101,3,9,11/18,35/54,29/81,5/3,295/432,589/648
C760,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0011;2-3@1111;5-6@1111,3,10,11/18,2/3,9/25,13/6,1031/1296,65/72
C761,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0001;5-6@1000,3,5,11/18,1/2,11/25,1/2,83/144,25/27
C762,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0001;5-6@1001,3,6,11/18,5/9,7/18,2/3,125/216,73/81
C763,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0001;5-6@1010,3,6,11/18,5/9,7/18,2/3,161/288,25/27
C764,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0001;5-6@1011,3,7,11/18,25/42,19/49,1,259/432,73/81
C765,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0001;5-6@1110,3,7,11/18,25/42,19/49,1,43/72,133/144
C766,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0001;5-6@1111,3,8,11/18,5/8,13/32,3/2,73/108,1163/1296
C767,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0011;5-6@1000,3,6,11/18,19/36,7/18,2/3,13/24,17/18
C768,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0011;5-6@1001,3,7,11/18,4/7,17/49,5/6,61/108,151/162
C769,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0011;5-6@1011,3,8,11/18,29/48,11/32,7/6,103/162,221/243
C770,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0011;5-6@1100,3,7,11/18,4/7,17/49,5/6,9/16,407/432
C771,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0011;5-6@1101,3,8,11/18,29/48,11/32,7/6,539/864,401/432
C772,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0011;5-6@1111,3,9,11/18,17/27,29/81,5/3,475/648,65/72
C773,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0111;5-6@1000,3,7,11/18,23/42,19/49,1,9/16,137/144
C774,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0111;5-6@1001,3,8,11/18,7/12,11/32,7/6,131/216,1223/1296
C775,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0111;5-6@1011,3,9,11/18,11/18,1/3,3/2,905/1296,1807/1944
C776,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@0111;5-6@1111,3,10,11/18,19/30,17/50,2,181/216,2633/2916
C777,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1000;5-6@0001,3,5,11/18,1/2,11/25,1/2,83/144,47/54
C778,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1000;5-6@0011,3,6,11/18,5/9,7/18,2/3,13/24,11/12
C779,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1000;5-6@0111,3,7,11/18,25/42,19/49,1,9/16,15/16
C780,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1000;5-6@1000,3,5,11/18,1/2,11/25,1/2,2/3,5/6
C781,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1000;5-6@1001,3,6,11/18,5/9,7/18,2/3,19/32,95/108
C782,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1000;5-6@1011,3,7,11/18,25/42,19/49,1,83/144,65/72
C783,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1000;5-6@1111,3,8,11/18,5/8,13/32,3/2,59/96,131/144
C784,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1001;5-6@0001,3,6,11/18,19/36,7/18,2/3,125/216,131/162
C785,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1001;5-6@0010,3,6,11/18,19/36,7/18,2/3,161/288,47/54
C786,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1001;5-6@0011,3,7,11/18,4/7,17/49,5/6,61/108,287/324
C787,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1001;5-6@0110,3,7,11/18,4/7,17/49,5/6,9/16,395/432
C788,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1001;5-6@0111,3,8,11/18,29/48,11/32,7/6,131/216,1193/1296
C789,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1001;5-6@1000,3,6,11/18,19/36,7/18,2/3,19/32,23/27
C790,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1001;5-6@1001,3,7,11/18,4/7,17/49,5/6,125/216,277/324
C791,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1001;5-6@1010,3,7,11/18,4/7,17/49,5/6,161/288,97/108
C792,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1001;5-6@1011,3,8,11/18,29/48,11/32,7/6,503/864,193/216
C793,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1001;5-6@1110,3,8,11/18,29/48,11/32,7/6,167/288,397/432
C794,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1001;5-6@1111,3,9,11/18,17/27,29/81,5/3,277/432,589/648
C795,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1011;5-6@0001,3,7,11/18,23/42,19/49,1,259/432,131/162
C796,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1011;5-6@0011,3,8,11/18,7/12,11/32,7/6,103/162,403/486
C797,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1011;5-6@0100,3,7,11/18,23/42,19/49,1,43/72,125/144
C798,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1011;5-6@0101,3,8,11/18,7/12,11/32,7/6,539/864,127/144
C799,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1011;5-6@0111,3,9,11/18,11/18,1/3,3/2,905/1296,1729/1944
C800,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1011;5-6@1000,3,7,11/18,23/42,19/49,1,83/144,31/36
C801,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1011;5-6@1001,3,8,11/18,7/12,11/32,7/6,503/864,47/54
C802,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1011;5-6@1011,3,9,11/18,11/18,1/3,3/2,103/162,845/972
C803,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1011;5-6@1100,3,8,11/18,7/12,11/32,7/6,167/288,391/432
C804,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1011;5-6@1101,3,9,11/18,11/18,1/3,3/2,539/864,391/432
C805,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1011;5-6@1111,3,10,11/18,19/30,17/50,2,1855/2592,871/972
C806,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1111;5-6@0001,3,8,11/18,9/16,13/32,3/2,73/108,1043/1296
C807,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1111;5-6@0011,3,9,11/18,16/27,29/81,5/3,475/648,533/648
C808,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1111;5-6@0111,3,10,11/18,37/60,17/50,2,181/216,2423/2916
C809,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1111;5-6@1000,3,8,11/18,9/16,13/32,3/2,59/96,247/288
C810,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1111;5-6@1001,3,9,11/18,16/27,29/81,5/3,277/432,1133/1296
C811,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1111;5-6@1011,3,10,11/18,37/60,17/50,2,1855/2592,1703/1944
C812,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@0111;2-3@1111;5-6@1111,3,11,11/18,7/11,41/121,5/2,181/216,632/729
C813,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0001;5-6@0001,3,6,11/18,17/36,1/2,1,41/54,121/162
C814,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0001;5-6@0010,3,6,11/18,17/36,1/2,1,203/288,20/27
C815,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0001;5-6@0011,3,7,11/18,11/21,3/7,7/6,289/432,89/108
C816,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0001;5-6@0110,3,7,11/18,11/21,3/7,7/6,91/144,5/6
C817,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0001;5-6@0111,3,8,11/18,9/16,13/32,3/2,137/216,559/648
C818,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0001;5-6@1110,3,8,11/18,9/16,13/32,3/2,59/96,253/288
C819,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0001;5-6@1111,3,9,11/18,16/27,11/27,2,283/432,2281/2592
C820,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0011;5-6@0001,3,7,11/18,1/2,3/7,7/6,289/432,7/9
C821,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0011;5-6@0011,3,8,11/18,13/24,3/8,4/3,215/324,377/486
C822,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0011;5-6@0100,3,7,11/18,1/2,3/7,7/6,91/144,29/36
C823,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0011;5-6@0101,3,8,11/18,13/24,3/8,4/3,533/864,277/324
C824,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0011;5-6@0111,3,9,11/18,31/54,29/81,5/3,421/648,91/108
C825,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0011;5-6@1100,3,8,11/18,13/24,3/8,4/3,43/72,755/864
C826,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0011;5-6@1101,3,9,11/18,31/54,29/81,5/3,67/108,2311/2592
C827,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0011;5-6@1111,3,10,11/18,3/5,9/25,13/6,56/81,377/432
C828,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0111;5-6@0001,3,8,11/18,25/48,13/32,3/2,137/216,257/324
C829,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0111;5-6@0011,3,9,11/18,5/9,29/81,5/3,421/648,65/81
C830,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0111;5-6@0111,3,10,11/18,7/12,17/50,2,77/108,1159/1458
C831,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0111;5-6@1000,3,8,11/18,25/48,13/32,3/2,59/96,241/288
C832,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0111;5-6@1001,3,9,11/18,5/9,29/81,5/3,67/108,2251/2592
C833,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0111;5-6@1011,3,10,11/18,7/12,17/50,2,1747/2592,3367/3888
C834,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@0111;5-6@1111,3,11,11/18,20/33,41/121,5/2,335/432,4951/5832
C835,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@1111;5-6@0001,3,9,11/18,29/54,11/27,2,283/432,2071/2592
C836,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@1111;5-6@0011,3,10,11/18,17/30,9/25,13/6,56/81,13/16
C837,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@1111;5-6@0111,3,11,11/18,13/22,41/121,5/2,335/432,4741/5832
C838,expansion:three-level:K3,controlled-expansion,three-level,K3N4:1-3@1111;2-3@1111;5-6@1111,3,12,11/18,11/18,1/3,3,49/54,2323/2916
